example_id,statement,legal_passages,label,score
q-406,"Người tập sự hành nghề luật sư không được đại diện, bào chữa, bảo về quyền lợi và lợi ích hợp pháp cho khách hàng tại phiên tòa","d) Liên hệ với cá nhân, cơ quan, tổ chức để thực hiện các quyền, nghĩa vụ và các hoạt động có liên quan đến việc bào chữa, đại diện, bảo vệ quyền, lợi ích hợp pháp của khách hàng hoặc hoạt động tư vấn pháp luật",Yes,7.127603303085433
q-211,Thu lợi bất chính từ việc xâm nhập trái phép vào mạng máy tính của người khác từ 2.000.000.000 đồng đến 10.000.000.000 đồng sẽ bị phạt tù từ 3 đến 7 năm.,"Tội xâm nhập trái phép vào mạng máy tính, mạng viễn thông hoặc phương tiện điện tử của người khác

1. Người nào cố ý vượt qua cảnh báo, mã truy cập, tường lửa, sử dụng quyền quản trị của người khác hoặc bằng phương thức khác xâm nhập trái phép vào mạng máy tính, mạng viễn thông hoặc phương tiện điện tử của người khác chiếm quyền điều khiển; can thiệp vào chức năng hoạt động của phương tiện điện tử; lấy cắp, thay đổi, hủy hoại, làm giả dữ liệu hoặc sử dụng trái phép các dịch vụ, thì bị phạt tiền từ 50.000.000 đồng đến 300.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm",No,26.11023877967549
q-340,"Nhà nước và xã hội khuyến khích việc hòa giải ở cơ sở khi vợ, chồng có yêu cầu ly hôn.","Khuyến khích hòa giải ở cơ sở

Nhà nước và xã hội khuyến khích việc hòa giải ở cơ sở khi vợ, chồng có yêu cầu ly hôn. Việc hòa giải được thực hiện theo quy định của pháp luật về hòa giải ở cơ sở.",Yes,5.416144299103008
q-461,Mức thù lao luật sư tham gia tố tụng trong vụ án hình sự được tính theo tính chất nghiêm trọng của vụ án.,"Mức trần thù lao luật sư tham gia tố tụng trong vụ án hình sự

1. Mức thù lao luật sư tham gia tố tụng trong vụ án hình sự do khách hàng và văn phòng luật sư, công ty luật thỏa thuận trong hợp đồng dịch vụ pháp lý dựa trên các căn cứ quy định tại Khoản 1 Điều 55 của Luật luật sư và được tính theo giờ hoặc tính trọn gói theo vụ việc, nhưng mức cao nhất cho 01 giờ làm việc của luật sư không được vượt quá 0,3 lần mức lương cơ sở do Chính phủ quy định",No,13.765056851074435
q-115,"Hằng năm, người sử dụng lao động thông báo kết quả đào tạo, bồi dưỡng, nâng cao trình độ, kỹ năng nghề cho cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp huyện.","2. Hằng năm, người sử dụng lao động thông báo kết quả đào tạo, bồi dưỡng, nâng cao trình độ, kỹ năng nghề cho cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh.",No,9.903748697446844
q-480,"Báo cáo quá trình tập sự hành nghề luật sư của người tập sự không cần có đánh giá của Đoàn luật sư về tư cách đạo đức, ý thức tuân thủ pháp luật của người tập sự.","2. Báo cáo quá trình tập sự hành nghề luật sư của người tập sự phải có nhận xét, chữ ký của luật sư hướng dẫn theo quy định tại khoản 3 Điều 13 của Thông tư này, xác nhận của tổ chức hành nghề luật sư nhận tập sự và đánh giá của Đoàn luật sư về tư cách đạo đức, ý thức tuân thủ pháp luật của người tập sự.",No,14.630621080557386
q-286,"Theo điều 612 bộ luật dân sự năm 2015, di sản của người chết bao gồm toàn bộ tài sản riêng của người chết, phần tài sản chung của với các chủ sở hữu khác.","Di sản

Di sản bao gồm tài sản riêng của người chết, phần tài sản của người chết trong tài sản chung với người khác.",Yes,6.109819253023535
q-362,"Nhà nước quy định nguyên tắc, phương pháp định giá đất.","Nhà nước quyết định giá đất

1. Nhà nước quy định nguyên tắc, phương pháp định giá đất",Yes,2.7682936264678375
q-334,Mọi tài sản riêng của vợ và chồng trước khi kết hôn sẽ trở thành tài sản chung của vợ chồng sau khi kết hôn.,"Tài sản riêng của vợ, chồng

1. Tài sản riêng của vợ, chồng gồm tài sản mà mỗi người có trước khi kết hôn; tài sản được thừa kế riêng, được tặng cho riêng trong thời kỳ hôn nhân; tài sản được chia riêng cho vợ, chồng theo quy định tại các điều 38, 39 và 40 của Luật này; tài sản phục vụ nhu cầu thiết yếu của vợ, chồng và tài sản khác mà theo quy định của pháp luật thuộc sở hữu riêng của vợ, chồng",No,5.453457328485158
q-15,"Phát triển giáo dục, xây dựng xã hội học tập là sự nghiệp của riêng Nhà nước.","Xã hội hóa sự nghiệp giáo dục

1. Phát triển giáo dục, xây dựng xã hội học tập là sự nghiệp của Nhà nước và của toàn dân",No,6.702282992697152
q-102,"Trong quá trình thực hiện hợp đồng lao động, nếu các bên có yêu cầu sửa đổi, bổ sung nội dung hợp đồng lao động thì có thể báo cho bên còn lại biết trước ít nhất vài ngày làm việc về nội dung cần sửa đổi, bổ sung hoặc không.","Sửa đổi, bổ sung hợp đồng lao động

1. Trong quá trình thực hiện hợp đồng lao động, nếu bên nào có yêu cầu sửa đổi, bổ sung nội dung hợp đồng lao động thì phải báo cho bên kia biết trước ít nhất 03 ngày làm việc về nội dung cần sửa đổi, bổ sung",No,14.68792629187648
q-11,"Cơ hội học tập không bình đẳng với mọi công dân mà phân biệt dựa vào dân tộc, tôn giáo, tín ngưỡng, giới tính, đặc điểm cá nhân, nguồn gốc gia đình, địa vị xã hội và hoàn cảnh kinh tế.","Quyền và nghĩa vụ học tập của công dân

1. Học tập là quyền và nghĩa vụ của công dân. Mọi công dân không phân biệt dân tộc, tôn giáo, tín ngưỡng, giới tính, đặc điểm cá nhân, nguồn gốc gia đình, địa vị xã hội, hoàn cảnh kinh tế đều bình đẳng về cơ hội học tập",No,18.51353778039103
q-592,"Trong thời gian tập sự, ngoài nghĩa vụ tuân thủ các quy định của pháp luật về luật sư và hành nghề luật sư, người tập sự hành nghề luật sư còn có nghĩa vụ lập thời khóa biểu tập sự, ghi chép lịch đến tổ chức hành nghề tập sự.","Nghĩa vụ của người tập sự

1. Tuân thủ các quy định của pháp luật về luật sư và hành nghề luật sư",No,14.994140284814769
q-88,Việc làm bao gồm tất cả các hoạt động tạo ra thu nhập,"Việc làm, giải quyết việc làm

1. Việc làm là hoạt động lao động tạo ra thu nhập mà pháp luật không cấm",No,3.4163493292044675
q-87,"Mọi cơ quan nhà nước đều có thẩm quyền hỗ trợ xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định","2. Người sử dụng lao động, tổ chức đại diện người sử dụng lao động và người lao động, tổ chức đại diện người lao động xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định với sự hỗ trợ của cơ quan nhà nước có thẩm quyền",No,4.922734945634586
q-136,"Làm thêm giờ trong trường hợp thực hiện lệnh động viên, huy động bảo đảm nhiệm vụ quốc phòng, an ninh theo quy định của pháp luật, người sử dụng lao động được sử dụng người lao động làm thêm giờ vào bất kỳ ngày nào mà không bị giới hạn về số giờ làm thêm.","Làm thêm giờ trong trường hợp đặc biệt

Người sử dụng lao động có quyền yêu cầu người lao động làm thêm giờ vào bất kỳ ngày nào mà không bị giới hạn về số giờ làm thêm theo quy định tại Điều 107 của Bộ luật này và người lao động không được từ chối trong trường hợp sau đây:

1. Thực hiện lệnh động viên, huy động bảo đảm nhiệm vụ quốc phòng, an ninh theo quy định của pháp luật",Yes,24.714778670032185
q-551,Luật sư không có nghĩa vụ thực hiện trợ giúp pháp lý.,d) Thực hiện trợ giúp pháp lý,No,9.434060222981554
q-293,"Trong bộ luật dân sự năm 2015 đã chỉ rõ, di chúc là sự thể hiện ý chí cá nhân nhằm để lại di sản của mình cho người khác sau khi chết.","Di chúc

Di chúc là sự thể hiện ý chí của cá nhân nhằm chuyển tài sản của mình cho người khác sau khi chết.",Yes,4.274133647855029
q-437,"Đối với những vụ án do cơ quan tiến hành tố tụng yêu cầu luật sư thì mức thù lao được trả cho 1 ngày làm việc của luật sư là 1 ngày lương theo mức lương tối thiểu vùng và phụ cấp tàu xe, lưu trú (nếu có).","Thù lao và chi phí cho luật sư trong trường hợp luật sư tham gia tố tụng theo yêu cầu của cơ quan tiến hành tố tụng

1. Đối với những vụ án do cơ quan tiến hành tố tụng yêu cầu luật sư thì mức thù lao được trả cho 01 ngày làm việc của luật sư là 0,4 lần mức lương cơ sở do Chính phủ quy định",No,31.49352603681186
q-424,Công ty luật hợp danh có thể chuyển đổi sang hình thức văn phòng luật sư.,"Chuyển đổi công ty luật trách nhiệm hữu hạn và công ty luật hợp danh

1. Công ty luật trách nhiệm hữu hạn một thành viên có thể chuyển đổi sang hình thức công ty luật trách nhiệm hữu hạn hai thành viên trở lên. Công ty luật trách nhiệm hữu hạn hai thành viên trở lên có thể chuyển đổi sang hình thức công ty luật trách nhiệm hữu hạn một thành viên. Công ty luật trách nhiệm hữu hạn có thể chuyển đổi sang hình thức công ty luật hợp danh. Công ty luật hợp danh có thể chuyển đổi sang hình thức công ty luật trách nhiệm hữu hạn",No,11.811316952009538
q-484,Luật sư hướng dẫn tập sự hành nghề luật sư phải không trong thời gian bị áp dụng các hình thức xử lý kỉ luật theo quy định của Điều lệ của Liên đoàn luật sư Việt Nam.,3. Không trong thời gian bị áp dụng các hình thức xử lý kỷ luật theo quy định của Điều lệ của Liên đoàn luật sư Việt Nam,Yes,17.363428035145816
q-357,Đất đai thuộc sở hữu cá nhân.,"Sở hữu đất đai

Đất đai thuộc sở hữu toàn dân do Nhà nước đại diện chủ sở hữu và thống nhất quản lý. Nhà nước trao quyền sử dụng đất cho người sử dụng đất theo quy định của Luật này.",No,1.1781265824215787
q-312,Công dân nữ được phép có nhiều hơn một chồng.,"2. Hôn nhân giữa công dân Việt Nam thuộc các dân tộc, tôn giáo, giữa người theo tôn giáo với người không theo tôn giáo, giữa người có tín ngưỡng với người không có tín ngưỡng, giữa công dân Việt Nam với người nước ngoài được tôn trọng và được pháp luật bảo vệ",No,4.049514292242426
q-242,"Nơi cư trú của người chưa thành niên là nơi người đó thường xuyên sinh sống mà không cần sự đồng ý của cha, mẹ.","Nơi cư trú của người chưa thành niên

1. Nơi cư trú của người chưa thành niên là nơi cư trú của cha, mẹ; nếu cha, mẹ có nơi cư trú khác nhau thì nơi cư trú của người chưa thành niên là nơi cư trú của cha hoặc mẹ mà người chưa thành niên thường xuyên chung sống",No,5.607009427469882
q-563,Luật sư không được phép hướng dẫn người tập sự nào.,"3. Người tập sự hành nghề luật sư được giúp luật sư hướng dẫn trong hoạt động nghề nghiệp nhưng không được đại diện, bào chữa, bảo vệ quyền và lợi ích hợp pháp cho khách hàng tại phiên tòa, không được ký văn bản tư vấn pháp luật",No,4.194908310176758
q-366,Bộ Tư pháp chịu trách nhiệm trước Chính phủ trong việc thống nhất quản lý nhà nước về đất đai.,2. Bộ Tài nguyên và Môi trường chịu trách nhiệm trước Chính phủ trong việc thống nhất quản lý nhà nước về đất đai,No,6.566700252909786
q-380,"Chính phủ phê duyệt quy hoạch, kế hoạch sử dụng đất cấp tỉnh; quy hoạch, kế hoạch sử dụng đất quốc phòng; quy hoạch, kế hoạch sử dụng đất an ninh.","2. Chính phủ phê duyệt quy hoạch, kế hoạch sử dụng đất cấp tỉnh; quy hoạch, kế hoạch sử dụng đất quốc phòng; quy hoạch, kế hoạch sử dụng đất an ninh",Yes,8.313660479967576
q-315,"Kết hôn là việc nam và nữ, hoặc nam và nam, hoặc nữ và nữ xác lập quan hệ vợ chồng với nhau theo quy định của Luật này về điều kiện kết hôn và đăng ký kết hôn.",5. Kết hôn là việc nam và nữ xác lập quan hệ vợ chồng với nhau theo quy định của Luật này về điều kiện kết hôn và đăng ký kết hôn,No,42.892883462445646
q-78,"Trường hợp cơ quan, người có trách nhiệm thực hiện việc đăng ký thường trú, đăng ký tạm trú không đúng đối tượng và điều kiện theo quy định của Luật này thì cơ quan đã thực hiện việc đăng ký không được ra quyết định hủy bỏ việc đăng ký đó.","Hủy bỏ đăng ký thường trú, đăng ký tạm trú

Trường hợp cơ quan, người có trách nhiệm thực hiện việc đăng ký thường trú, đăng ký tạm trú không đúng thẩm quyền, không đúng đối tượng và điều kiện theo quy định của Luật này thì cơ quan đã thực hiện việc đăng ký hoặc thủ trưởng cấp trên trực tiếp của cơ quan đã đăng ký có trách nhiệm ra quyết định hủy bỏ việc đăng ký đó. Cơ quan đã đăng ký có trách nhiệm thông báo bằng văn bản cho người đăng ký và nêu rõ lý do.",No,14.238394520957625
q-26,"Giáo dục nghề nghiệp đào tạo trình độ sơ cấp, trình độ trung cấp, trình độ cao đẳng và chương trình đào tạo nghề nghiệp khác cho người học, đáp ứng nhu cầu nhân lực trực tiếp trong sản xuất, kinh doanh và dịch vụ.","Các trình độ đào tạo giáo dục nghề nghiệp

Giáo dục nghề nghiệp đào tạo trình độ sơ cấp, trình độ trung cấp, trình độ cao đẳng và chương trình đào tạo nghề nghiệp khác cho người học, đáp ứng nhu cầu nhân lực trực tiếp trong sản xuất, kinh doanh và dịch vụ.",Yes,9.322891750536932
q-580,"Theo quy định của Luật luật sư và văn bản hướng dẫn thi hành, hồ sơ đăng kí tập sự hành nghề luật sư gồm giấy đề nghị đăng kí tập sự hành nghề luật sư; giấy xác nhận của tổ chức hành nghề luật sư về việc nhận tập sự, bản sao Giấy chứng nhận tốt nghiệp đào tạo nghề luật sư hoặc giấy tờ chứng minh được miễn đào tạo nghề luật sư.",c) Bản sao Giấy chứng nhận tốt nghiệp đào tạo nghề luật sư hoặc giấy tờ chứng minh được miễn đào tạo nghề luật sư đối với các trường hợp quy định tại khoản 4 Điều 13 của Luật luật sư,Yes,28.934510875105882
q-109,Phương án sử dụng lao động nhất định phải được thông báo công khai cho người lao động biết trong thời hạn không quá 15 ngày kể từ ngày phương án sử dụng lao động được thông qua.,"2. Khi xây dựng phương án sử dụng lao động, người sử dụng lao động phải trao đổi ý kiến với tổ chức đại diện người lao động tại cơ sở đối với nơi có tổ chức đại diện người lao động tại cơ sở. Phương án sử dụng lao động phải được thông báo công khai cho người lao động biết trong thời hạn 15 ngày kể từ ngày được thông qua.",Yes,19.333248403059486
q-479,Báo cáo quá trình tập sự hành nghề luật sư của người tập sự không cần có xác nhận của tổ chức hành nghề luật sư nhận tập sự.,"2. Báo cáo quá trình tập sự hành nghề luật sư của người tập sự phải có nhận xét, chữ ký của luật sư hướng dẫn theo quy định tại khoản 3 Điều 13 của Thông tư này, xác nhận của tổ chức hành nghề luật sư nhận tập sự và đánh giá của Đoàn luật sư về tư cách đạo đức, ý thức tuân thủ pháp luật của người tập sự.",No,9.569060628344925
q-460,"Mức thù lao luật sư tham gia tố tụng trong vụ án hình sự được tính theo giờ hoặc tính trọn gói theo vụ việc nhưng mức cao nhất cho một giờ làm việc của luật sư không được vượt quá 0,3 lần mức lương cơ sở do Chính phủ quy định.","Mức trần thù lao luật sư tham gia tố tụng trong vụ án hình sự

1. Mức thù lao luật sư tham gia tố tụng trong vụ án hình sự do khách hàng và văn phòng luật sư, công ty luật thỏa thuận trong hợp đồng dịch vụ pháp lý dựa trên các căn cứ quy định tại Khoản 1 Điều 55 của Luật luật sư và được tính theo giờ hoặc tính trọn gói theo vụ việc, nhưng mức cao nhất cho 01 giờ làm việc của luật sư không được vượt quá 0,3 lần mức lương cơ sở do Chính phủ quy định",Yes,31.215749584204087
q-175,Người dưới 18 tuổi vẫn có thể nhận án tử hình.,"2. Không áp dụng hình phạt tử hình đối với người dưới 18 tuổi khi phạm tội, phụ nữ có thai, phụ nữ đang nuôi con dưới 36 tháng tuổi hoặc người đủ 75 tuổi trở lên khi phạm tội hoặc khi xét xử",No,4.283030098523965
q-496,Người muốn tập sự hành nghề luật sư không phải lựa chọn và thỏa thuận với một luật sư chính thức để tập sự hành nghề luật sư.,"2. Trong trường hợp người muốn tập sự hành nghề luật sư không thỏa thuận được với tổ chức hành nghề luật sư về việc nhận tập sự thì có thể đề nghị Ban chủ nhiệm Đoàn luật sư giới thiệu tổ chức hành nghề luật sư để tập sự. Trong thời hạn mười ngày, kể từ ngày nhận được đề nghị, Ban chủ nhiệm Đoàn luật sư có trách nhiệm xem xét, phân công một tổ chức hành nghề luật sư nhận người đó vào tập sự; trong trường hợp tổ chức hành nghề luật sư từ chối phải thông báo bằng văn bản cho Đoàn luật sư và nêu rõ lý do",Yes,8.171101951413425
q-124,Thời hạn của thỏa ước lao động tập thể phải từ 01 năm đến 03 năm. Thời hạn cụ thể do các bên thỏa thuận và ghi trong thỏa ước lao động tập thể.,3. Thỏa ước lao động tập thể có thời hạn từ 01 năm đến 03 năm. Thời hạn cụ thể do các bên thỏa thuận và ghi trong thỏa ước lao động tập thể. Các bên có quyền thỏa thuận thời hạn khác nhau đối với các nội dung của thỏa ước lao động tập thể.,Yes,16.146896425576525
q-342,"Khi vợ hoặc chồng yêu cầu ly hôn mà hòa giải tại Tòa án không thành thì Tòa án giải quyết cho ly hôn nếu có căn cứ về việc vợ, chồng có hành vi bạo lực gia đình hoặc vi phạm nghiêm trọng quyền, nghĩa vụ của vợ, chồng làm cho hôn nhân lâm vào tình trạng trầm trọng, đời sống chung không thể kéo dài, mục đích của hôn nhân không đạt được.","Ly hôn theo yêu cầu của một bên

1. Khi vợ hoặc chồng yêu cầu ly hôn mà hòa giải tại Tòa án không thành thì Tòa án giải quyết cho ly hôn nếu có căn cứ về việc vợ, chồng có hành vi bạo lực gia đình hoặc vi phạm nghiêm trọng quyền, nghĩa vụ của vợ, chồng làm cho hôn nhân lâm vào tình trạng trầm trọng, đời sống chung không thể kéo dài, mục đích của hôn nhân không đạt được",Yes,29.210173023258193
q-103,Người lao động có quyền đơn phương chấm dứt hợp đồng lao động nhưng nhất định phải báo trước cho người sử dụng lao động tối thiểu là trước 45 ngày trong trường hợp làm việc theo hợp đồng lao động không xác định thời hạn,"Quyền đơn phương chấm dứt hợp đồng lao động của người lao động

1. Người lao động có quyền đơn phương chấm dứt hợp đồng lao động nhưng phải báo trước cho người sử dụng lao động như sau:

a) Ít nhất 45 ngày nếu làm việc theo hợp đồng lao động không xác định thời hạn",Yes,28.0635882463899
q-462,Mức thù lao luật sư tham gia tố tụng trong vụ án hình sự được tính từ khi bắt đầu khởi tố cho đến khi bắt đầu phiên tòa sơ thẩm.,"Mức trần thù lao luật sư tham gia tố tụng trong vụ án hình sự

1. Mức thù lao luật sư tham gia tố tụng trong vụ án hình sự do khách hàng và văn phòng luật sư, công ty luật thỏa thuận trong hợp đồng dịch vụ pháp lý dựa trên các căn cứ quy định tại Khoản 1 Điều 55 của Luật luật sư và được tính theo giờ hoặc tính trọn gói theo vụ việc, nhưng mức cao nhất cho 01 giờ làm việc của luật sư không được vượt quá 0,3 lần mức lương cơ sở do Chính phủ quy định",No,10.603613203575328
q-51,Nơi cư trú của người được giám hộ là nơi cư trú của người giám hộ nếu người giám hộ không phản đối và pháp luật không có có quy định khác.,2. Người được giám hộ có thể có nơi cư trú khác với nơi cư trú của người giám hộ nếu được người giám hộ đồng ý hoặc pháp luật có quy định.,Yes,7.917394093542904
q-391,Nhà nước thu hồi đất không được bồi thường về đất nếu đất được Nhà nước giao để quản lý.,2. Đất được Nhà nước giao để quản lý,Yes,9.966218545352781
q-505,Tổ chức hành nghề luật sư nhận tập sự không thể là chi nhánh của tổ chức hành nghề luật sư nước ngoài tại Việt Nam.,"b) Chi nhánh của tổ chức hành nghề luật sư nước ngoài tại Việt Nam; công ty luật nước ngoài tại Việt Nam, chi nhánh của công ty luật nước ngoài tại Việt Nam",No,7.392024356958255
q-379,"Quốc hội quyết định quy hoạch, kế hoạch sử dụng đất cấp quốc gia.","Thẩm quyền quyết định, phê duyệt quy hoạch, kế hoạch sử dụng đất

1. Quốc hội quyết định quy hoạch, kế hoạch sử dụng đất cấp quốc gia",Yes,7.155276552263006
q-277,Nếu trong quá trình bảo hành có xuất hiện thiệt hại do khuyết tật về kĩ thuật thì bên mua được quyền yêu cầu bồi thường đối với bên bán.,"Bồi thường thiệt hại trong thời hạn bảo hành

1. Ngoài việc yêu cầu thực hiện các biện pháp bảo hành, bên mua có quyền yêu cầu bên bán bồi thường thiệt hại do khuyết tật về kỹ thuật của vật gây ra trong thời hạn bảo hành",Yes,7.692574249608131
q-230,Người phạm tội không bị cấm đảm nhiệm chức vụ nhất định sau khi đăng ký hộ tịch trái pháp luật.,3. Người phạm tội còn có thể bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm.,No,7.548824610084591
q-223,Môi giới mại dâm đối với người từ 16 đến 18 tuổi sẽ bị phạt tù từ 3 đến 7 năm.,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm:

a) Đối với người từ đủ 16 tuổi đến dưới 18 tuổi",Yes,11.716611915118184
q-381,"Ủy ban nhân dân cấp tỉnh trình Hội đồng nhân dân cùng cấp thông qua quy hoạch, kế hoạch sử dụng đất cấp tỉnh trước khi trình Chính phủ phê duyệt.","Ủy ban nhân dân cấp tỉnh trình Hội đồng nhân dân cùng cấp thông qua quy hoạch, kế hoạch sử dụng đất cấp tỉnh trước khi trình Chính phủ phê duyệt",Yes,10.87004672740845
q-363,"Nhà nước quy định quyền và nghĩa vụ của người sử dụng đất phù hợp với hình thức giao đất, cho thuê đất, công nhận quyền sử dụng đất, nguồn gốc sử dụng đất và nghĩa vụ tài chính của người sử dụng đất.","Nhà nước quy định quyền và nghĩa vụ của người sử dụng đất

Nhà nước quy định quyền và nghĩa vụ của người sử dụng đất phù hợp với hình thức giao đất, cho thuê đất, công nhận quyền sử dụng đất, nguồn gốc sử dụng đất và nghĩa vụ tài chính của người sử dụng đất.",Yes,13.972447375411218
q-415,Luật sư thành lập hoặc tham gia thành lập tổ chức hành nghề luật sư phải có ít nhất 3 năm hành nghề liên tục hoặc 5 năm hành nghề kể từ ngày được cấp thẻ luật sư.,"3. Điều kiện thành lập tổ chức hành nghề luật sư:

a) Luật sư thành lập hoặc tham gia thành lập tổ chức hành nghề luật sư phải có ít nhất hai năm hành nghề liên tục làm việc theo hợp đồng lao động cho tổ chức hành nghề luật sư hoặc hành nghề với tư cách cá nhân theo hợp đồng lao động cho cơ quan, tổ chức theo quy định của Luật này",No,14.29046520787744
q-186,Nếu vu khống người khác phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng sẽ bị phạt tù dưới 1 năm.,h) Vu khống người khác phạm tội rất nghiêm trọng hoặc đặc biệt nghiêm trọng,No,18.775933581403702
q-178,Thời hiệu thi hành bản án hình sự đối với người bị xử phạt chung thân là 20 năm.,d) 20 năm đối với các trường hợp xử phạt tù chung thân hoặc tử hình,Yes,6.97712989273451
q-507,"Tổ chức hành nghề luật sư nhận tập sự không thể là công ty luật nước ngoài tại Việt Nam, chi nhánh của công ty luật nước ngoài tại Việt Nam.","b) Chi nhánh của tổ chức hành nghề luật sư nước ngoài tại Việt Nam; công ty luật nước ngoài tại Việt Nam, chi nhánh của công ty luật nước ngoài tại Việt Nam",No,16.19465468074165
q-167,"Người che giấu tội phạm an ninh quốc gia nếu là ông, bà, cha, mẹ, con, cháu, anh chị em ruột, vợ hoặc chồng của người phạm tội thì không phải chịu trách nhiệm hình sự.","2. Người che giấu tội phạm là ông, bà, cha, mẹ, con, cháu, anh chị em ruột, vợ hoặc chồng của người phạm tội không phải chịu trách nhiệm hình sự theo quy định tại khoản 1 Điều này, trừ trường hợp che giấu các tội xâm phạm an ninh quốc gia hoặc tội đặc biệt nghiêm trọng khác quy định tại Điều 389 của Bộ luật này.",No,11.48938399614702
q-140,"Mỗi 5 năm làm việc cho cùng người sử dụng lao động, thì người lao động làm việc cho một người sử dụng lao động thì số ngày nghỉ được tăng thêm 1 ngày hàng năm.","Ngày nghỉ hằng năm tăng thêm theo thâm niên làm việc

Cứ đủ 05 năm làm việc cho một người sử dụng lao động thì số ngày nghỉ hằng năm của người lao động theo quy định tại khoản 1 Điều 113 của Bộ luật này được tăng thêm tương ứng 01 ngày.",Yes,9.027737416463026
q-139,"Người lao động được nghỉ làm việc, hưởng nguyên lương tối thiểu 20 ngày làm việc đối với người làm nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm.","c) 16 ngày làm việc đối với người làm nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm",No,17.34142860316514
